candidate_id,display_name,platform,canonical_url,username,city,districts,district_status,topics,subscriber_count,audience_band,contactability,public_contacts,verification_status,source_url,discovery_source_url,researched_at
1c29479e730e0db2539b,Санкт-Петербург | Записки Питер,telegram,https://t.me/piter_zapiski,piter_zapiski,Санкт-Петербург,,ask_creator,Санкт-Петербург,1200,nano,advertising_contact,"https://t.me/TrenerBal, https://t.me/piterrek, https://t.me/pricepiterr",original_profile_opened,https://t.me/piter_zapiski,https://telegrator.ru/channels/spb/,2026-08-25T14:20:41.422605+00:00
dc472d7fdf20400ca827,Метро Петербурга,telegram,https://t.me/spbmetro,spbmetro,Санкт-Петербург,,ask_creator,"Санкт-Петербург, районные новости",102000,mid,manual_only,,original_profile_opened,https://t.me/spbmetro,https://telegrator.ru/channels/spb/,2026-08-25T14:20:41.422605+00:00
dccf71a08a94a8f85fb2,Кофе и билеты (в Петербурге),telegram,https://t.me/v_poiskax_chuda,v_poiskax_chuda,Санкт-Петербург,,ask_creator,"Санкт-Петербург, события и досуг, места и путешествия",96000,micro,manual_only,https://t.me/saraeva_yulia,original_profile_opened,https://t.me/v_poiskax_chuda,https://telegrator.ru/channels/spb/,2026-08-25T14:20:41.422605+00:00
7bb0e4d38b04ca8a2c6f,Маргарита Симоньян. Литература и История,telegram,https://t.me/msimonyan_literature,msimonyan_literature,Санкт-Петербург,,ask_creator,"Санкт-Петербург, книги и культура",88000,micro,manual_only,,original_profile_opened,https://t.me/msimonyan_literature,https://telegrator.ru/channels/spb/,2026-08-25T14:20:41.422605+00:00
a7dfc32bf3c7bd3265b9,СКИДКИ и АКЦИИ из Питера piterskie_skidki,telegram,https://t.me/skidki_iz_pitera,skidki_iz_pitera,Санкт-Петербург,,ask_creator,Санкт-Петербург,83000,micro,advertising_contact,"https://t.me/EAN13_barcode_bot, https://t.me/skidki_ps_bot, https://t.me/skidki_v_spb_bot",original_profile_opened,https://t.me/skidki_iz_pitera,https://telegrator.ru/channels/spb/,2026-08-25T14:20:41.422605+00:00
1b9d7a5f14b208fc7ea7,Горбилет Петербург – билеты со скидкой,telegram,https://t.me/gorbilet,gorbilet,Санкт-Петербург,,ask_creator,"Санкт-Петербург, события и досуг",81000,micro,manual_only,https://t.me/Gorbilet_podderzka_bot,original_profile_opened,https://t.me/gorbilet,https://telegrator.ru/channels/spb/,2026-08-25T14:20:41.422605+00:00
378c3e2b495d418e1442,В Питере есть,telegram,https://t.me/spb_rest,spb_rest,Санкт-Петербург,,ask_creator,"Санкт-Петербург, еда и рестораны, места и путешествия",77000,micro,advertising_contact,https://t.me/kommunikacia,original_profile_opened,https://t.me/spb_rest,https://telegrator.ru/channels/spb/,2026-08-25T14:20:41.422605+00:00
615bdb31d68bc4e1d81d,KudaGo: Петербург,telegram,https://t.me/kudagospb,kudagospb,Санкт-Петербург,,ask_creator,"Санкт-Петербург, события и досуг, места и путешествия",50000,micro,manual_only,https://t.me/bkudago,original_profile_opened,https://t.me/kudagospb,https://telegrator.ru/channels/spb/,2026-08-25T14:20:41.422605+00:00
e9390bce4039e18a2e98,БОГЕМА ПИТЕРСКАЯ (нишевый телеграм-канал),telegram,https://t.me/bogemasranaya,bogemasranaya,Санкт-Петербург,Петроградский,publicly_confirmed,Санкт-Петербург,30000,micro,manual_only,https://t.me/boheme_bot,original_profile_opened,https://t.me/bogemasranaya,https://telegrator.ru/channels/spb/,2026-08-25T14:20:41.422605+00:00
d19c8651d34fec4ed0b9,TripSoup про Питер,telegram,https://t.me/tripsoup,tripsoup,Санкт-Петербург,,ask_creator,"Санкт-Петербург, события и досуг, места и путешествия",28000,micro,advertising_contact,,original_profile_opened,https://t.me/tripsoup,https://telegrator.ru/channels/spb/,2026-08-25T14:20:41.422605+00:00
14d90ab8b49cec18b09c,Петербургский «Зенит»,telegram,https://t.me/zenitspb,zenitspb,Санкт-Петербург,,ask_creator,Санкт-Петербург,23000,micro,advertising_contact,https://t.me/pravosudie7,original_profile_opened,https://t.me/zenitspb,https://telegrator.ru/channels/spb/,2026-08-25T14:20:41.422605+00:00
0315692d9d1cfedc7e6c,Петербургский дневник,telegram,https://t.me/dnevspb,dnevspb,Санкт-Петербург,,ask_creator,Санкт-Петербург,20000,micro,manual_only,,original_profile_opened,https://t.me/dnevspb,https://telegrator.ru/channels/spb/,2026-08-25T14:20:41.422605+00:00
d256cf32a33096cd32ff,Новое литературное обозрение,telegram,https://t.me/nlobooks,nlobooks,Санкт-Петербург,,ask_creator,"Санкт-Петербург, еда и рестораны, книги и культура",19000,micro,manual_only,,original_profile_opened,https://t.me/nlobooks,https://telegrator.ru/channels/spb/,2026-08-25T14:20:41.422605+00:00
ce5d13bea4851be98095,Литература и жизнь,telegram,https://t.me/bookninja,bookninja,Санкт-Петербург,,ask_creator,"Санкт-Петербург, книги и культура",18000,micro,advertising_contact,,original_profile_opened,https://t.me/bookninja,https://telegrator.ru/channels/spb/,2026-08-25T14:20:41.422605+00:00
5585178f3f784098f365,Интересный Питер,telegram,https://t.me/interestpiter,interestpiter,Санкт-Петербург,,ask_creator,Санкт-Петербург,9800,nano,advertising_contact,https://t.me/kuda_media,original_profile_opened,https://t.me/interestpiter,https://telegrator.ru/channels/spb/,2026-08-25T14:20:41.422605+00:00
3b652f87f9503d2e84a7,Халабалу: события скидки СПб / Афиша куда пойти и Магазины где купить в Петербурге,telegram,https://t.me/hullaspb,hullaspb,Санкт-Петербург,,ask_creator,"Санкт-Петербург, события и досуг",9100,nano,advertising_contact,https://t.me/olgapokrovskaia,original_profile_opened,https://t.me/hullaspb,https://telegrator.ru/channels/spb/,2026-08-25T14:20:41.422605+00:00
b6d47e664322a0cf815a,Вкусный Питер,telegram,https://t.me/vkusnypiter,vkusnypiter,Санкт-Петербург,,ask_creator,"Санкт-Петербург, еда и рестораны, события и досуг",8800,nano,advertising_contact,https://t.me/ale5ander,original_profile_opened,https://t.me/vkusnypiter,https://telegrator.ru/channels/spb/,2026-08-25T14:20:41.422605+00:00
f91857b001e0340d90f9,Посетить Петербург,telegram,https://t.me/posetipeterburg,posetipeterburg,Санкт-Петербург,,ask_creator,"Санкт-Петербург, еда и рестораны, места и путешествия",6400,nano,advertising_contact,https://t.me/karinaaagr,original_profile_opened,https://t.me/posetipeterburg,https://telegrator.ru/channels/spb/,2026-08-25T14:20:41.422605+00:00
6eebb74f7fbee32cc19e,Ася Занегина | О литературе 📚,telegram,https://t.me/asyazanegina,asyazanegina,Санкт-Петербург,,ask_creator,"Санкт-Петербург, еда и рестораны, книги и культура",5500,nano,manual_only,https://t.me/asya_zanegina,original_profile_opened,https://t.me/asyazanegina,https://telegrator.ru/channels/spb/,2026-08-25T14:20:41.422605+00:00
1dba3af4979deb3301d0,Северные районы Петербурга 🇷🇺,telegram,https://t.me/nordspb,nordspb,Санкт-Петербург,"Выборгский, Калининский, Курортный, Приморский",publicly_confirmed,"Санкт-Петербург, районные новости",2700,nano,manual_only,,original_profile_opened,https://t.me/nordspb,https://telegrator.ru/channels/spb/,2026-08-25T14:20:41.422605+00:00
aa2781f7fd1926684850,В Центре Петербурга 🇷🇺 Z,telegram,https://t.me/vcentrespb,vcentrespb,Санкт-Петербург,"Адмиралтейский, Центральный",publicly_confirmed,"Санкт-Петербург, еда и рестораны, события и досуг, районные новости",2600,nano,manual_only,,original_profile_opened,https://t.me/vcentrespb,https://telegrator.ru/channels/spb/,2026-08-25T14:20:41.422605+00:00
c1489068844422f3e12c,Питер №1,telegram,https://t.me/saintp01,saintp01,Санкт-Петербург,,ask_creator,Санкт-Петербург,2200,nano,advertising_contact,"https://t.me/prodovan5000, https://t.me/saintp01_bot, https://t.me/saintp01_chat",original_profile_opened,https://t.me/saintp01,https://telegrator.ru/channels/spb/,2026-08-25T14:20:41.422605+00:00
30f02cf1ad4eb2d7c385,Большие проспекты Петербурга 🇷🇺 Z,telegram,https://t.me/bigpros,bigpros,Санкт-Петербург,"Василеостровский, Кронштадтский, Петроградский",publicly_confirmed,"Санкт-Петербург, районные новости",2000,nano,manual_only,,original_profile_opened,https://t.me/bigpros,https://telegrator.ru/channels/spb/,2026-08-25T14:20:41.422605+00:00
78f7b249b9eed3518a5f,"Давай с Нами, Петербург!",telegram,https://t.me/davaisnami,davaisnami,Санкт-Петербург,,ask_creator,"Санкт-Петербург, события и досуг, места и путешествия, книги и культура",1900,nano,advertising_contact,"https://t.me/DavaiSNamiBot, https://t.me/Magusch",original_profile_opened,https://t.me/davaisnami,https://telegrator.ru/channels/spb/,2026-08-25T14:20:41.422605+00:00
0d9d52377f39d1d9650c,Петербург без фильтров,telegram,https://t.me/petrolenspb,petrolenspb,Санкт-Петербург,,ask_creator,"Санкт-Петербург, районные новости",1600,nano,advertising_contact,https://t.me/kamnevn,original_profile_opened,https://t.me/petrolenspb,https://telegrator.ru/channels/spb/,2026-08-25T14:20:41.422605+00:00
5408157d9e949e2d83f9,Вечерний Питер | Афиша Новости,telegram,https://t.me/piterve,piterve,Санкт-Петербург,,ask_creator,"Санкт-Петербург, события и досуг, места и путешествия",155000,mid,advertising_contact,https://t.me/yuliatree,original_profile_opened,https://t.me/piterve,https://telno.ru/city/Saint-Petersburg,2026-08-25T14:20:41.422605+00:00
d2368c86faf64bfc65ec,Молния | Питер,telegram,https://t.me/molnia_piter,molnia_piter,Санкт-Петербург,,ask_creator,"Санкт-Петербург, еда и рестораны",146000,mid,advertising_contact,"https://t.me/My_Piter_bot, https://t.me/Spiral_Yuri, https://t.me/Tgpodbor_official, https://t.me/TpIpLe11, https://t.me/nevablog78",original_profile_opened,https://t.me/molnia_piter,https://telno.ru/city/Saint-Petersburg,2026-08-25T14:20:41.422605+00:00
2514c4f23f5e315c83b8,Мой Питер,telegram,https://t.me/mypiterb,mypiterb,Санкт-Петербург,,ask_creator,"Санкт-Петербург, места и путешествия",121000,mid,advertising_contact,https://t.me/denkoadmin1,original_profile_opened,https://t.me/mypiterb,https://telno.ru/city/Saint-Petersburg,2026-08-25T14:20:41.422605+00:00
256057d2c99eabfc03f8,Питер live,telegram,https://t.me/piterblive,piterblive,Санкт-Петербург,,ask_creator,"Санкт-Петербург, места и путешествия",119000,mid,advertising_contact,https://t.me/denkoadmin1,original_profile_opened,https://t.me/piterblive,https://telno.ru/city/Saint-Petersburg,2026-08-25T14:20:41.422605+00:00
20b79cd45d70f897e786,Мой город — Питер,telegram,https://t.me/spbmycity,spbmycity,Санкт-Петербург,,ask_creator,"Санкт-Петербург, события и досуг, места и путешествия",106000,mid,advertising_contact,"https://t.me/Spiral_Yuri, https://t.me/TpIpLe11, https://t.me/mejgorod_pr_bot, https://t.me/nevablog78",original_profile_opened,https://t.me/spbmycity,https://telno.ru/city/Saint-Petersburg,2026-08-25T14:20:41.422605+00:00
e7eec2d51a394ffd575f,В Питере — жить!,telegram,https://t.me/piter_club,piter_club,Санкт-Петербург,,ask_creator,Санкт-Петербург,100000,mid,advertising_contact,"https://t.me/Spiral_Yuri, https://t.me/factura_smm, https://t.me/portiespb",original_profile_opened,https://t.me/piter_club,https://telno.ru/city/Saint-Petersburg,2026-08-25T14:20:41.422605+00:00
cf96f500f362d9ac2c15,Питер,telegram,https://t.me/piterbnows,piterbnows,Санкт-Петербург,,ask_creator,"Санкт-Петербург, события и досуг, книги и культура",98900,micro,advertising_contact,https://t.me/oximedia,original_profile_opened,https://t.me/piterbnows,https://telno.ru/city/Saint-Petersburg,2026-08-25T14:20:41.422605+00:00
35fd4a98d6ab389b556f,Любимый Питер,telegram,https://t.me/lubspb,lubspb,Санкт-Петербург,,ask_creator,"Санкт-Петербург, события и досуг, книги и культура",97400,micro,advertising_contact,https://t.me/oximedia,original_profile_opened,https://t.me/lubspb,https://telno.ru/city/Saint-Petersburg,2026-08-25T14:20:41.422605+00:00
