candidate_id,display_name,primary_handle,city,audience_band,contactability,platform,canonical_url,follower_count,source_url
eaf3aa9b61db33660db6,Alina | UGC Creator | Travel & Lifestyle,alinagulayeva_,Батуми,nano,advertising_contact,instagram,https://www.instagram.com/alinagulayeva_,1332,https://www.instagram.com/alinagulayeva_
eaf3aa9b61db33660db6,Alina | UGC Creator | Travel & Lifestyle,alinagulayeva_,Батуми,nano,advertising_contact,threads,https://www.threads.com/@alinagulayeva_,145,https://threadlook.com/profile/alinagulayeva_
0a980ed30fe63d7d06d8,Daria Makes,dariamakes8,Батуми,nano,manual_only,instagram,https://www.instagram.com/dariamakes8,359,https://www.instagram.com/dariamakes8
55eab9040df0caba9c03,GABI-M🎧,mari.gabaidze,Батуми,micro,manual_only,instagram,https://www.instagram.com/mari.gabaidze,40000,https://www.instagram.com/mari.gabaidze
55eab9040df0caba9c03,GABI-M🎧,mari.gabaidze,Батуми,micro,manual_only,threads,https://www.threads.com/@mari.gabaidze,6600,https://www.threads.com/@mari.gabaidze
55eab9040df0caba9c03,GABI-M🎧,mari.gabaidze,Батуми,micro,manual_only,tiktok,https://www.tiktok.com/@mari.gabaidze,,https://www.tiktok.com/@mari.gabaidze
aa4317b424ab7e81228c,Hannah Chabanova,its.chabik,Батуми,nano,manual_only,instagram,https://www.instagram.com/its.chabik,1541,https://www.instagram.com/its.chabik
aa4317b424ab7e81228c,Hannah Chabanova,its.chabik,Батуми,nano,manual_only,threads,https://www.threads.com/@its.chabik,174,https://www.threads.com/@its.chabik
8591e4e63d8a25e41ac7,Miron Megalodon,miron.megalodon,Батуми,micro,manual_only,instagram,https://www.instagram.com/miron.megalodon,46000,https://www.instagram.com/miron.megalodon
8591e4e63d8a25e41ac7,Miron Megalodon,miron.megalodon,Батуми,micro,manual_only,tiktok,https://www.tiktok.com/@miron.megalodon,,https://www.tiktok.com/@miron.megalodon
e9aa6ff513b096fa25e6,MORGANA NEWS | НОВИНИ | ЦІКАВИНКИ,morgana_news,Батуми,micro,manual_only,instagram,https://www.instagram.com/morgana_news,22000,https://www.instagram.com/morgana_news
e9aa6ff513b096fa25e6,MORGANA NEWS | НОВИНИ | ЦІКАВИНКИ,morgana_news,Батуми,micro,manual_only,threads,https://www.threads.com/@morgana_news,157,https://www.threads.com/@morgana_news
e9aa6ff513b096fa25e6,MORGANA NEWS | НОВИНИ | ЦІКАВИНКИ,morgana_news,Батуми,micro,manual_only,tiktok,https://www.tiktok.com/@morgana_news,,https://www.tiktok.com/@morgana_news
237e3e923845737097b0,Olga  • UGC,olga.rouge,Батуми,nano,advertising_contact,instagram,https://www.instagram.com/olga.rouge,912,https://www.instagram.com/olga.rouge
237e3e923845737097b0,Olga  • UGC,olga.rouge,Батуми,nano,advertising_contact,threads,https://www.threads.com/@olga.rouge,10,https://threadlook.com/profile/olga.rouge
237e3e923845737097b0,Olga  • UGC,olga.rouge,Батуми,nano,advertising_contact,tiktok,https://www.tiktok.com/@olga.rouge,,https://www.tiktok.com/@olga.rouge
2a89f1dc575b96338a3b,Розочка с Одессы🌹Настя,_rozochka.life_,Батуми,micro,manual_only,instagram,https://www.instagram.com/_rozochka.life_,47000,https://www.instagram.com/_rozochka.life_
2a89f1dc575b96338a3b,Розочка с Одессы🌹Настя,_rozochka.life_,Батуми,micro,manual_only,threads,https://www.threads.com/@_rozochka.life_,3300,https://www.threads.com/@_rozochka.life_
74a231389c5bbbf5a2c7,:Pauly,kidultish,Краснодар,micro,manual_only,instagram,https://www.instagram.com/kidultish,13000,https://www.instagram.com/kidultish
74a231389c5bbbf5a2c7,:Pauly,kidultish,Краснодар,micro,manual_only,threads,https://www.threads.com/@kidultish,160,https://www.threads.com/@kidultish
74a231389c5bbbf5a2c7,:Pauly,kidultish,Краснодар,micro,manual_only,tiktok,https://www.tiktok.com/@kidultish,,https://www.tiktok.com/@kidultish
507b11cb6fc65eaeb4a6,Adelina S.,miss.palazyan,Краснодар,micro,manual_only,instagram,https://www.instagram.com/miss.palazyan,22000,https://www.instagram.com/miss.palazyan
507b11cb6fc65eaeb4a6,Adelina S.,miss.palazyan,Краснодар,micro,manual_only,threads,https://www.threads.com/@miss.palazyan,1900,https://www.threads.com/@miss.palazyan
507b11cb6fc65eaeb4a6,Adelina S.,miss.palazyan,Краснодар,micro,manual_only,tiktok,https://www.tiktok.com/@miss.palazyan,,https://www.tiktok.com/@miss.palazyan
3d3a20198ab86f3e4e05,Anastasiia Makarenko,makarenko__anastasiia,Краснодар,micro,manual_only,instagram,https://www.instagram.com/makarenko__anastasiia,21000,https://www.instagram.com/makarenko__anastasiia
34f0386ea1eca449f7fd,Eduard Spertsyan,edospertsyan.74,Краснодар,mid,manual_only,instagram,https://www.instagram.com/edospertsyan.74,138000,https://www.instagram.com/edospertsyan.74
34f0386ea1eca449f7fd,Eduard Spertsyan,edospertsyan.74,Краснодар,mid,manual_only,threads,https://www.threads.com/@edospertsyan.74,4600,https://threadlook.com/profile/edospertsyan.74
34f0386ea1eca449f7fd,Eduard Spertsyan,edospertsyan.74,Краснодар,mid,manual_only,tiktok,https://www.tiktok.com/@edospertsyan.74,,https://www.tiktok.com/@edospertsyan.74
f36e3175e8dbeba67019,Evgeniy Zhukov,zhukov.evg,Краснодар,micro,manual_only,instagram,https://www.instagram.com/zhukov.evg,12000,https://www.instagram.com/zhukov.evg
3ab4688cd9f753091447,Horns and Bones,hornsandbones,Краснодар,micro,manual_only,instagram,https://www.instagram.com/hornsandbones,80000,https://www.instagram.com/hornsandbones
01e357c1ea2ce739bb1b,Ju 🪐,juliasher_13,Краснодар,micro,manual_only,instagram,https://www.instagram.com/juliasher_13,37000,https://www.instagram.com/juliasher_13
01e357c1ea2ce739bb1b,Ju 🪐,juliasher_13,Краснодар,micro,manual_only,threads,https://www.threads.com/@juliasher_13,4000,https://www.threads.com/@juliasher_13
283f28b160ab89a1e4d6,Kristina…⚜️,_kristina_surikovna_,Краснодар,micro,manual_only,instagram,https://www.instagram.com/_kristina_surikovna_,47000,https://www.instagram.com/_kristina_surikovna_
283f28b160ab89a1e4d6,Kristina…⚜️,_kristina_surikovna_,Краснодар,micro,manual_only,threads,https://www.threads.com/@_kristina_surikovna_,3200,https://www.threads.com/@_kristina_surikovna_
9927260426219a74e0fc,Natali Model / Fitness coach / Makeup Marbella Malaga,sutulanatali,Краснодар,mid,manual_only,instagram,https://www.instagram.com/sutulanatali,131000,https://www.instagram.com/sutulanatali
9927260426219a74e0fc,Natali Model / Fitness coach / Makeup Marbella Malaga,sutulanatali,Краснодар,mid,manual_only,threads,https://www.threads.com/@sutulanatali,805,https://www.threads.com/@sutulanatali
d6faa8bb0afb6a86bb29,Sergey Petrov,seregapetrov,Краснодар,micro,manual_only,instagram,https://www.instagram.com/seregapetrov,16000,https://www.instagram.com/seregapetrov
d6faa8bb0afb6a86bb29,Sergey Petrov,seregapetrov,Краснодар,micro,manual_only,tiktok,https://www.tiktok.com/@seregapetrov,,https://www.tiktok.com/@seregapetrov
